ID,Reason_id,Reason,Text,Age,Gender,Education,Income,Physically_occupation,Political_affiliation,Support
2910,4,Family Responsibilities,"I know this is a tough question to answer, but let's start with the simplest. If you have to work for your family",0,0,0,2,0,0,1
2911,4,Family Responsibilities,"Most people, especially those who are older than 65, have family responsibilities. Some of these responsibilities include caring for their children, caring",6,1,3,1,0,1,1
2912,1,Health problems,"If you're a retiree and you have a serious health problem, it's probably because your health insurance is inadequate. It's not",5,0,1,1,0,2,1
2913,0,Laziness,I'm not sure what it is. I think it's because they want to get a job and they don't have a lot of,1,0,1,5,0,0,0
2914,0,Laziness,"I'm sure you've heard that, but let me put it this way. I've been in the business for over 10 years now",4,0,3,0,1,1,0
2915,2,Financial concerns,"I think there are two reasons. First of all, the retirement age is very, very close to where we are right now. It",5,1,1,3,1,2,0
2916,4,Family Responsibilities,"The following are some of the common reasons why Americans retire early, and why you should consider retiring early. These are also the top",3,0,3,3,0,0,1
2917,0,Laziness,"One reason is that people who retire early tend to be less productive, and thus less likely to have children. The other reason for this",5,1,0,4,0,0,1
2918,1,Health problems, What are your thoughts on this issue?,7,0,1,1,0,2,1
2919,1,Health problems,"It's not that I don't have health problems, but that's a topic for another time.",0,1,3,1,0,0,1
2920,1,Health problems,"There are a lot of reasons for retirement, but one of the biggest is that there's too much money to spend on things like health",4,0,1,2,1,1,1
2921,1,Health problems,"Dr. Michael R. Miller: Well, it's probably the least common. It's the same thing with a lot of other diseases",0,0,3,5,1,0,1
2922,0,Laziness,"I don't know, but I think it's very common. I'm not sure what the answer is. It's not like I",0,0,3,2,1,0,0
2923,4,Family Responsibilities,"First of all, I'm not sure if it's a good idea to retire at 65, but it seems to me that it",5,0,1,2,0,0,1
2924,4,Family Responsibilities,"I'm not sure how to answer that question, but I do know that many people who retire early have a lot of responsibilities and",2,1,0,2,1,1,1
2925,1,Health problems,"The good news is that people who retire early are less likely to have chronic diseases like heart disease, stroke, diabetes, and cancer.",4,1,3,2,0,2,1
2926,0,Laziness,"Laziness has a lot to do with it. In this article, I will explain why I think it is so common, why",4,1,0,2,1,2,1
2927,1,Health problems,"It's one of those things I can't explain to you, but it's probably a factor. I don't know if it makes",3,0,3,0,0,0,1
2928,0,Laziness,The number of people who die before they are 65 is a very large one. There are 1.5 million people in the U.,6,0,2,2,0,1,1
2929,0,Laziness,I think it's because of retirement. I think people want to keep their head above water. They want a good job. And they,1,1,3,1,0,1,0
2930,4,Family Responsibilities,Do you have any tips for people who are retiring before they are 65 years of age? Share your tips in the comments below.,5,1,2,3,1,0,1
2931,0,Laziness,"You know, I don't know if it's laziness or not, but I feel like I have a lot of work to do",2,1,1,3,0,0,0
2932,0,Laziness,"The answer is that it's a combination of all of these things, and you don't want to overwork your spouse. There are",5,0,1,0,0,1,1
2933,4,Family Responsibilities,"I'm sure you've heard of the idea of family responsibilities. It's a good idea, but it's not the only one",1,0,1,3,0,2,1
2934,4,Family Responsibilities,"""We think that people who are retiring before 65 are more likely to have a job, to be a full-time worker,",2,0,0,7,1,2,1
2935,2,Financial concerns,"If you're a retiree and you've been working for 20 years, you should be able to retire at least once a year,",0,1,3,7,1,1,1
2936,1,Health problems,"What are the reasons why you retire early?I'm sure there are many reasons, but the biggest one is that you're",3,1,2,1,1,0,0
2937,3,Job Dissatisfaction,"If you're looking for a job, you should look for something that's not boring. If you've got a passion for",4,1,1,1,0,1,1
2938,3,Job Dissatisfaction,"I think it's because people tend to be more likely to have a job that pays well, and that they're less likely",0,1,3,0,0,2,1
2939,1,Health problems,"The number of people retiring before age 65 is growing. We're seeing a lot of kids who are getting older, but they're not",6,1,3,2,0,2,1
2940,1,Health problems,I think it's a combination of a number of things. One of them is that people don't want to retire at age 65.,4,0,2,3,1,2,1
2941,0,Laziness,There's nothing wrong with that. It's one of those things that we all do. But we're all different. We all have,2,1,2,2,0,1,0
2942,3,Job Dissatisfaction,"If you were to ask a group of Americans what they think about their retirement, they'd say they're much more likely to",4,1,2,1,0,2,1
2943,2,Financial concerns,"This is one of the reasons why I'm retiring early. I've had a lot of financial problems, and I want to get better",6,0,1,4,0,0,0
2944,3,Job Dissatisfaction,"The average worker is expected to retire at age 65 by 2024, according to the U.S. Census Bureau. That means",7,0,1,4,0,0,0
2945,3,Job Dissatisfaction,"I'm a huge fan of the idea of retirement, and I think that it's very important for young people to have a",4,1,1,5,1,1,1
2946,1,Health problems,I think of retirement as a time when you're ready to start your own business. I don't think we should retire at the same,2,1,3,0,1,1,0
2947,0,Laziness,Laziness is a term that is used to describe people who have not been able to get by for a long time. It is,1,1,1,3,0,2,1
2948,4,Family Responsibilities,"The family responsibilities of a retired parent include the following: caring for the child, providing for his or her family, managing family finances",1,1,1,2,0,2,0
2949,4,Family Responsibilities,"It's important to note that there are a variety of factors that determine a person's family responsibilities. For example, some people may",5,1,2,3,0,2,1
2950,0,Laziness,"That's not to say that people don't have a lot of money, but they do. And they are not always able to make",6,1,3,1,0,2,1
2951,2,Financial concerns,"""It's not just about retirement, it's about what you do with your money. You have to be willing to take risk and",4,0,2,0,1,0,0
2952,2,Financial concerns,I've been a financial planner for 15 years and I've never had anything to do with retirement. I don't think it's a,0,0,2,2,0,2,1
2953,1,Health problems,"If you're going to retire early, it makes sense to do so at age 65. That's because, if you don't have",2,0,1,3,1,1,1
2954,2,Financial concerns,"The average retirement age is 65, so it's not surprising that people are worried about retirement. But if you look at the data,",6,0,2,2,1,1,1
2955,0,Laziness,"Well, there are a lot of reasons why you can't retire at 65. Some of them are obvious: You don't have a",4,1,3,5,1,1,0
2956,4,Family Responsibilities,"It's not a bad thing, but it's important to keep in mind that people can't do it all at once, so",3,0,0,5,0,1,1
2957,0,Laziness,"We've talked about this before, but it's not just about having a bad job. It's about not having enough money. And",0,0,0,3,1,2,1
2958,2,Financial concerns,One of the biggest reasons people don't retire early is that they're not sure what they want to do with their lives. They're,6,0,1,3,0,2,1
2959,0,Laziness,There's no doubt about it. It's not just people who retire early. There's also people in their mid-30s who,4,0,0,0,1,2,0
2960,4,Family Responsibilities,"A. People who are married have a lot of responsibilities. They have to be able to pay for their children's education, to",0,1,3,2,1,0,1
2961,0,Laziness,"There are a lot of reasons, but one of them is laziness, and that's because there are too many people in our society",1,1,2,5,1,0,0
2962,1,Health problems,"1. Aging. The older you are, the more likely you will die from a heart disease or stroke, according to the Centers for",0,0,1,0,1,0,1
2963,3,Job Dissatisfaction,"I'm sure you're aware that there are many reasons, and many of them are related to age, but the key is",4,0,1,2,0,2,0
2964,4,Family Responsibilities," How many years do they have to work before they are eligible for retirement?There are many reasons why retirees retire early, but the",4,0,3,1,1,0,1
2965,0,Laziness,,0,0,2,0,0,2,1
2966,1,Health problems,"""People who retire at 65 are healthier than those who are not,"" he said. ""They don't have to live in poverty.",3,1,3,0,0,2,1
2967,1,Health problems,1. There is no good explanation for why they retire early. The only explanation is that they are too busy trying to get a job,5,0,2,2,0,1,1
2968,2,Financial concerns," Do you have a plan for retirement?If you are retiring at age 65, you should be able to plan your retirement. If you",0,1,0,1,1,2,1
2969,3,Job Dissatisfaction,"What is your opinion on the number of jobs that people are leaving after 65. Is it because of the financial crisis, or",6,0,0,3,0,2,1
2970,1,Health problems," What are the best ways to prevent that?This is a great question to ask, and I think it's a good question for those",5,1,1,2,0,1,0
2971,0,Laziness,What are your thoughts on this question? Let us know in the comments below.,3,0,0,0,1,0,1
2972,4,Family Responsibilities,"When I retired, I was working as a housekeeper at a local grocery store. I had been working in the grocery business for",5,0,3,3,0,1,1
2973,4,Family Responsibilities,The following are some of the common reasons why you should retire early:,5,1,3,3,0,0,0
2974,0,Laziness,"Laziness is a big problem for many Americans, particularly those who are older than 65. There are many factors that can contribute to",0,1,3,5,0,1,0
2975,0,Laziness,"The answer is probably not. The only reason I've ever heard it is because I have a job, but I'm not a great",4,0,0,3,0,2,1
2976,2,Financial concerns,"It's a good question, but we're not going to go into that. We're going into the question of whether or not you",1,1,0,5,1,2,1
2977,1,Health problems,"If you're thinking about retirement, you should think about your health. You may have some health problems, but they're not as serious",2,0,1,4,0,2,0
2978,3,Job Dissatisfaction,"The most commonly cited reason for retirement is a lack of financial independence, according to a recent study by the Brookings Institution. The",3,0,1,0,1,1,0
2979,2,Financial concerns,"A: I don't think you can answer that. I think it's a combination of factors. First of all, a lot of",0,1,3,2,1,1,0
2980,3,Job Dissatisfaction,"I'd like to hear your thoughts on this topic. (If you're not sure what to think about this question, please",3,0,2,5,0,2,0
2981,0,Laziness,"A lot of people say, ""I don't know, I think I'm retiring because I am too busy working to be able to",4,0,0,1,0,2,0
2982,0,Laziness,"This question has been asked before, but I'd like to address it again. The question is: What does it matter if you're",4,1,1,3,1,1,1
2983,1,Health problems,"I think you can find a lot of people who are retiring after 65, if you look at the question of whether they're retiring early",2,1,2,5,1,1,1
2984,2,Financial concerns,"""People who retire early do not have a much higher chance of success in life,"" says Dr. Thomas M. Hochschild,",0,0,2,1,0,2,0
2985,1,Health problems,People who retire early are more likely to have poor health outcomes than those who are not retiring at all. If you are older than 65,7,1,2,4,0,0,0
2986,1,Health problems,"Well, there are a couple of reasons. One is that people who are 65 or older are more likely to die at a younger age",0,1,1,5,0,2,1
2987,0,Laziness,"Laziness is a common problem in retirement plans. There are a number of factors that could cause it, including the amount of time",0,1,2,6,1,0,0
2988,2,Financial concerns,"People who retire after age 65 are more likely to have health problems, such as diabetes, heart disease, chronic obstructive pulmonary disease (",4,0,0,2,0,0,0
2989,4,Family Responsibilities,"I've seen a lot of people say, ""It's hard to retire when you're older, and I don't want to",5,1,2,1,0,1,0
2990,3,Job Dissatisfaction,"If you were to ask the question, ""Do you feel like you're getting older?"" the answer would be ""No.""",0,1,1,4,1,2,1
2991,3,Job Dissatisfaction,"It's hard to say, but it's a common thing. It's not that people don't want to work, it",3,1,0,3,0,2,0
2992,1,Health problems,The answer is that it's hard to say. There's no single answer. Some people are better off than others. Most people have,4,0,0,5,1,2,0
2993,3,Job Dissatisfaction,,5,1,2,2,1,0,0
2994,3,Job Dissatisfaction,"The number of people who have quit and are now working full-time has been on the rise for some time now, and",3,1,2,2,1,2,1
2995,3,Job Dissatisfaction,The answer is simple. The average American worker has been working longer than any other American in his or her lifetime. According to,2,0,1,1,0,1,0
2996,0,Laziness,"Laziness: I don't remember. I think it's because I've been working a lot more, and there's been a",6,0,2,2,0,1,0
2997,1,Health problems,"People who retire after age 65 are more likely to have a serious health problem than those who don't retire at all. However, there",0,0,0,3,1,2,0
2998,2,Financial concerns,"The most commonly cited reason is retirement planning, which is designed to help people plan for their retirement. However, there are many other reasons",2,0,3,7,0,0,1
2999,3,Job Dissatisfaction,"A lot of people say that they've retired before, but that doesn't mean they're not looking for jobs. They're",4,1,1,4,1,0,0
3000,1,Health problems,You have to look at the question of whether or not it's because you've got a health problem. If you're older than 65,4,1,0,4,1,0,1
3001,2,Financial concerns,The problem is that most people who retire after 50 years have no savings at all. This means that they have to make a lot of,1,1,1,4,1,1,1
3002,3,Job Dissatisfaction,"Do you need to go into retirement to get paid? Yes, but we are not saying that. We are saying, """,0,1,0,4,1,2,0
3003,1,Health problems,"I've heard people say, ""I don't know what's causing the illness."" I'm not saying that's the case, but",3,0,2,3,0,1,1
3004,0,Laziness,"Laziness is a term that has been around for a long time. In fact, some people say it's more common than others",3,0,3,5,0,2,0
3005,0,Laziness,"The U.S. has one of the highest rates of unemployment in the world. According to the Bureau of Labor Statistics, there are",4,1,1,1,0,2,0
3006,4,Family Responsibilities,"The average retirement age in the U.S. is 54 years old, according to the National Center for Retirement Statistics. That's",4,0,2,3,0,2,1
3007,3,Job Dissatisfaction,"If you look at the data, you will see that people who have retired before 65 are more likely to have a job.",4,1,2,2,0,2,1
3008,3,Job Dissatisfaction,I think the biggest reason is that we don't have a lot of people who are going to work for us because we're,1,0,1,0,1,0,1
3009,1,Health problems,"How many people are there who have had their health problems before they reach age 65, and how many have been diagnosed as having a heart",3,1,2,1,1,2,1
3010,0,Laziness,"If you're not a retiree, you probably don't have any savings. If you do have a savings account, it's probably",4,1,3,2,0,0,1
3011,3,Job Dissatisfaction,"The majority of job applicants who retire early are not doing well, according to a new report from the Pew Research Center. The",1,0,3,7,0,0,1
3012,4,Family Responsibilities,"People who retire after 65 have a lot of responsibilities, including family responsibilities and responsibilities for their children. They also have to be responsible",1,1,1,3,0,0,1
3013,1,Health problems,"I don't know, but I think that's probably the biggest reason. It's a big part of the reason that we have a",4,1,3,6,0,0,0
3014,1,Health problems,"You're probably thinking, ""Well, I don't know. I've never had any health problems."" But that's not true.",0,0,3,1,1,1,1
3015,3,Job Dissatisfaction,"In the United States, the percentage of people who say they are satisfied with their job is lower than in any other country.",4,1,0,5,1,1,1
3016,3,Job Dissatisfaction,"The following is a list of the top 10 reasons why Americans retire early, and why it's important for them to get on",4,1,3,2,0,1,1
3017,3,Job Dissatisfaction,"It's not that I'm a bad person, it's just that my current job is a lot better than my last one",4,0,2,4,0,1,1
3018,2,Financial concerns,"There are several reasons. First, most people do not retire early enough to meet their financial needs. Most people don't want to retire",2,1,3,0,0,0,0
3019,0,Laziness,"Laziness is one of the main reasons why you can retire early, but you will have to wait a little longer to do so",2,0,2,5,0,1,1
3020,0,Laziness,"Laziness is a condition that occurs when you're older than 65. It's the result of a lack of motivation, or lack",2,1,1,2,0,2,0
3021,0,Laziness,"I've heard people say that retirement is a blessing, but I've never heard anyone say it's bad. It's just that it",3,0,0,3,0,0,1
3022,3,Job Dissatisfaction,"The question is: How much does retirement cost you? In most cases, it's far too little, too late. But",2,0,2,2,0,1,0
3023,4,Family Responsibilities,The main reason is that people who are not working full-time tend to have more family responsibilities than those who aren't working part,3,1,3,4,0,1,0
3024,2,Financial concerns,I'm not sure. But I think it's probably because of the stress of retirement. It's very stressful. If you're a,0,0,1,4,1,2,0
3025,0,Laziness,"Laziness is a common problem in retirement planning. It is very common for people to retire at age 65, but it is also",0,1,3,1,1,2,1
3026,4,Family Responsibilities,"In general, people who are married or have kids tend to be less likely to retire early than those who don't have children.",3,0,3,2,0,2,1
3027,0,Laziness,The biggest reason for retiring before 65 is that you don't have the money to pay for it. And if your income is less than,0,1,0,1,1,1,0
3028,3,Job Dissatisfaction,There are three main reasons for retirement. One is that most people don't want to live long enough to be able to afford,4,0,1,2,1,1,1
3029,4,Family Responsibilities,"This is a question that has been asked by many retirees who are looking to retire early, especially those who have children. The answer",3,0,1,4,1,0,1
3030,2,Financial concerns,"A: I think it's more of a financial concern. There's no doubt about it. I mean, I don't think there",1,0,0,2,1,2,1
3031,2,Financial concerns,"If you're a retiree and you plan to retire at age 65, what are your financial concerns? What are you looking for in",4,1,3,2,0,0,1
3032,1,Health problems," Or, perhaps, retirement.I think it's important for us all to recognize that there are many reasons why we retire sooner than we",0,1,3,1,0,0,1
3033,2,Financial concerns,"A. I don't know. It's hard to say. But it's a big problem. If you want to retire, you",5,1,2,7,0,2,1
3034,2,Financial concerns,"If you had to pick one, you might as well pick the one that's the least likely to cause you to retire at 65.",3,1,1,2,1,0,0
3035,4,Family Responsibilities,Some people who retire after 65 are more likely than others to have family responsibilities. This is because they're older and have more children,3,1,0,2,0,1,1
3036,1,Health problems,What is your favorite part of retirement? What are the best times to retire? (Click on the image to enlarge it.),4,0,0,4,0,2,0
3037,1,Health problems,The answer is that there are a number of factors that may influence people's retirement decisions. One of them is age. People who are,4,0,0,7,0,0,0
3038,0,Laziness,"""People who are retiring before age 65 are more likely to have low income and low self-esteem,"" said Mark Hinton, a",0,0,3,3,1,0,1
3039,4,Family Responsibilities,"If you're a retiree, it's important to know that you'll need to work a lot to make ends meet. It",0,1,1,2,0,0,0
3040,4,Family Responsibilities,"If you're the mother of a child, you have to be prepared for your children to start working again. You're also responsible",6,0,3,1,0,2,0
3041,0,Laziness,"I don't know. I'm not sure. But I think it's probably a combination of a lack of money, a certain amount",0,0,1,3,0,2,0
3042,3,Job Dissatisfaction,"""I think it's probably because of the lack of job security,"" he said. ""People who are not in the workforce",3,1,3,3,1,2,1
3043,0,Laziness,"The answer to this question is a bit of a mystery. I'm not sure how to answer that question, but I do know that",3,1,2,3,1,1,0
3044,0,Laziness,"""I think it's a lot of things,"" he said. ""It could be that people want to retire early, that they have",2,0,2,2,0,0,1
3045,1,Health problems,"I think it's pretty easy to overstate the importance of health problems in the retirement age, but I think there are many other reasons",1,0,2,4,1,2,1
3046,1,Health problems,I'm not going to get into that right now. I think it's probably one of the biggest reasons why I retire. It's,0,0,3,6,0,1,0
3047,4,Family Responsibilities,"""I don't think it's a big deal. My wife is retired, so she has a lot of responsibilities. We have",2,1,1,3,0,0,0
3048,2,Financial concerns,"I think there are a lot of reasons for retirement, but I think the biggest one is that it's a good retirement plan. It",0,0,1,1,1,2,1
3049,0,Laziness,I don't know. I'm not sure. But I think there's something to it. It's not the only factor. You,2,1,2,3,0,0,1
3050,0,Laziness,"Laziness is a very common problem in American life. It's a big problem for any family that has kids, and most people",3,1,3,2,0,2,1
3051,4,Family Responsibilities,"The answer to that question is simple. If you're a retiree, you should be able to manage your finances and keep your",5,0,2,1,1,2,0
3052,0,Laziness,Laziness is a combination of poor financial health and the lack of a job. It is one of the reasons that many people are,0,0,0,0,1,2,1
3053,4,Family Responsibilities,The following are some of the things that people should consider when deciding whether to retire early or not. They are not all that important,3,1,0,5,0,1,1
3054,3,Job Dissatisfaction," It's the one thing that seems to get people to go to work.In the United States, the unemployment rate is about",0,1,1,5,0,2,1
3055,0,Laziness,"A lot of people seem to think that retirement is a good thing. I think it's a great thing, because it allows us to",3,0,2,3,0,0,1
3056,0,Laziness,"Laziness is a problem that has been plaguing Americans for decades. In fact, it's one of the main reasons that the",2,0,2,2,0,1,0
3057,4,Family Responsibilities,Many people who retire prior to age 65 are not working as hard as they used to. The reason is that they are retiring to,3,1,3,5,1,2,1
3058,1,Health problems,"I'd like to propose a solution to this problem, and I'm going to try to answer it in a way that is not so",3,1,1,1,0,0,1
3059,0,Laziness,"Laziness is a condition in which people have a tendency to be less likely to live longer than they should. For example, people",0,1,1,2,0,2,0
3060,4,Family Responsibilities,"There are a number of factors that contribute to the longevity of the family. First of all, there are many different types of family",0,0,1,4,1,1,0
3061,3,Job Dissatisfaction,"The number of people who are dissatisfied with their jobs has increased dramatically over the past decade, according to a new report from the",0,0,2,4,1,2,0
3062,3,Job Dissatisfaction,"You're right about that, but I've also seen it happen to many people who have been working full-time for a",4,1,2,1,0,0,1
3063,3,Job Dissatisfaction,"If you're a retiree and you have a job you want to do, why don't you get a 401(k",1,0,3,1,0,0,1
3064,0,Laziness,"Laziness is one of the things that makes a person lose weight. If you're an obese person, you have a very high",3,0,1,1,1,2,0
3065,0,Laziness,"The average retirement income of the U.S. is less than $40,000 a year, according to the Census Bureau. That",3,0,1,3,1,1,1
3066,0,Laziness," I think it's because of the fact that when you're 65, you can't do what you love. You don't have to be a",1,0,1,2,1,0,1
3067,3,Job Dissatisfaction,"I'm just going to say this: if you are retiring early, you're probably doing something wrong. You're not doing",0,1,0,3,0,1,0
3068,1,Health problems,People who have health problems are more likely to retire after 65 than those who don't. It's also possible that some of the reasons,2,1,0,1,1,2,1
3069,3,Job Dissatisfaction,"The average worker who says they're dissatisfied with their work is about 40 percent less likely to have a job, according to a",0,1,1,2,0,2,1
3070,3,Job Dissatisfaction,This is an interesting question because it's a very important one. A lot of people think that they're going to retire at,3,0,0,3,1,0,1
3071,3,Job Dissatisfaction,"I'm guessing you're looking for a person who doesn't have a lot of money, but who's willing to work a",0,0,1,4,0,0,0
3072,2,Financial concerns,"I don't know, but it's hard to argue with that. It's really hard. I mean, you know what? I",0,0,2,2,1,0,1
3073,3,Job Dissatisfaction,"I'm not sure why it's so common, but I think it is because the job market is so competitive, which is",0,0,3,7,1,1,1
3074,2,Financial concerns,"In addition to the financial concerns, there is also the environmental concerns that are often associated with retirement. For example, many of us live",1,0,3,2,1,2,0
3075,4,Family Responsibilities,I think it's about a lot of the same things as other retirement plans. People who retire early in their lives can't be,3,1,0,5,1,0,0
3076,4,Family Responsibilities,"When we think about retirement, there are two main things that come to mind. The first is that we can't really afford to",3,1,3,5,0,2,0
3077,4,Family Responsibilities,"If you're not married, you may want to consider retiring before you have children. If you are a single parent, it may",2,1,1,1,1,2,0
3078,0,Laziness,"The answer is a lot of different things. There are lots of reasons. First, you might be able to get a job or get",0,1,2,2,1,0,1
3079,0,Laziness,"If you are retiring before 65, you will probably think about retirement before you get married. If you have children, they may be born",3,1,1,4,1,2,0
3080,2,Financial concerns,I'm not sure. But I think retirement is a very important time to consider. It's not just about money. If you're,3,0,1,5,1,1,1
3081,4,Family Responsibilities,"It's not just retirement, though. It's how you work, what you do, and what your kids do. Here are",0,1,2,2,1,0,0
3082,4,Family Responsibilities,The following are the common reasons why you should retire early:,5,0,2,0,0,0,1
3083,0,Laziness,You're going to have to admit that there's a lot of people who are retiring early. There are many reasons. One is that,4,1,1,3,0,0,0
3084,2,Financial concerns,I think it's because people don't want to pay more and more for things that they're going to need to do. If you,6,0,1,1,1,2,1
3085,4,Family Responsibilities,"If you're looking to retire early, you may want to look at the following: Work hours, family responsibilities, and work-",0,0,0,6,0,2,0
3086,0,Laziness,The reason I'm retiring is because I want to be able to focus on my career and not worry about retirement. I don't want,6,0,1,7,0,1,0
3087,1,Health problems,It's probably a combination of all of these things. I don't know. But I guess it's pretty common. It's not,6,0,1,1,0,0,0
3088,1,Health problems,"The answer: It depends on your circumstances. For example, if you have a serious illness, you may have to retire early. But",3,0,3,2,0,0,1
3089,2,Financial concerns,"If you're thinking about retirement, what are your thoughts on retirement? Let us know in the comments below.",0,0,3,0,1,1,1
3090,3,Job Dissatisfaction,"If you're looking for a job, you should look for someone who has the right skills and experience. It's not easy",2,1,3,3,0,1,0
3091,1,Health problems,"I think it's a bit of a mystery. It's probably due to things like age, but there are a lot of factors,",0,0,2,2,1,1,0
3092,4,Family Responsibilities,"A. It's not easy to retire. If you are not able to work, you may not have enough income to pay for",0,0,3,2,0,0,0
3093,1,Health problems,What are some of the things that people do that contribute to their retirement savings?,3,1,3,4,1,0,0
3094,3,Job Dissatisfaction,"This is a good question, but there are a number of possible reasons. One is that people who are retiring early tend to",3,1,1,2,0,1,1
3095,3,Job Dissatisfaction,I think that's a very simple question. People who retire at age 65 are likely to be more likely than those who are,1,1,3,1,0,2,1
3096,0,Laziness,Laziness is a factor in many retirement plans. If you're looking for a plan that is flexible and doesn't require you to,4,1,3,2,0,2,1
3097,2,Financial concerns,"We're not talking about retirement, we're talking what we want to do with our lives. We don't want people to retire early",4,1,3,3,0,2,1
3098,4,Family Responsibilities,"Family responsibilities are a major source of retirement income for many Americans. However, many families do not have a strong incentive to take on",3,0,2,4,0,0,1
3099,3,Job Dissatisfaction,The most commonly cited reason is that they are too busy working to pay for their children's education. I think this is a,0,1,1,4,0,2,0
3100,1,Health problems,I think it's very simple. People who retire early are less likely to be healthy. They're more likely not to have health problems,3,0,1,2,0,2,1
3101,4,Family Responsibilities,"I don't know the answer to that question, but I do know that, in my opinion, there are a lot of things",5,1,0,4,1,0,1
3102,1,Health problems,"This is one of the reasons why retirement is so hard to predict. There are a lot of factors that go into retirement, such as",2,1,1,4,0,2,0
3103,1,Health problems,What are your thoughts on retirement? Let us know in the comments below.,2,0,2,0,1,1,1
3104,2,Financial concerns,I am a big fan of retirement. I have been in business for 30 years and I don't think there is any reason to retire,0,1,2,2,1,2,1
3105,2,Financial concerns,"I think that there are a number of reasons for retirement. One of the reasons is that the cost of living is rising, which means",3,0,2,3,0,2,0
3106,4,Family Responsibilities,"If you're thinking about retiring early, you should consider the following factors:You may be looking to retire early because you",7,0,2,2,0,0,0
3107,1,Health problems,"I know there are a lot of reasons. We all have our own reasons for why we're retiring, but I think there is one",0,1,1,2,1,2,0
3108,0,Laziness,I think it's very common. I think the reason it happens is because people don't have the time to look at it and decide,2,1,2,1,1,1,1
3109,1,Health problems,What is your opinion of the retirement age? What are the best ways to avoid retirement? Please share your thoughts below.,5,0,2,3,1,1,1
3110,0,Laziness,"Laziness is when you have too much money to spend, and you can't afford it. You don't have enough time to",5,0,2,4,0,1,0
3111,3,Job Dissatisfaction,"The answer is that a lot of people think that if you're going to be able to retire at 65, then you need",3,0,2,2,0,2,1
3112,3,Job Dissatisfaction,"In the United States, about 30 percent of the workforce is working less than 30 hours per week. The average American worker is",0,1,2,2,1,1,0
3113,4,Family Responsibilities,Family responsibilities are a major part of the retirement plan. You have to make sure that you have a plan to support your family and,0,1,3,4,0,0,1
3114,2,Financial concerns,You can look at this by looking at the financial situation of people who have retired before age 65. It's a lot of money.,1,1,3,3,1,1,1
3115,4,Family Responsibilities," We've seen a lot of people say that they want to retire at 65, but they don't really know what to do with it.",5,1,3,2,0,2,0
3116,3,Job Dissatisfaction,"Source: Pew Research Center, March 2013.",2,1,2,6,0,2,1
3117,1,Health problems,I don't know. I know it's a big deal. But I'm not sure. It's not something that is a problem,2,0,3,6,1,1,0
3118,3,Job Dissatisfaction,"A lot of people who retire after 65 are unhappy. They have been working hard for many years, but they have not been",7,0,2,4,0,2,1
3119,2,Financial concerns,"If you look at the U.S. Census Bureau, the median age for retirement is 56.3 years, which is more than",6,0,0,1,0,1,0
3120,1,Health problems,"What's the best way to keep your health care costs down?, and, what do we know about the impact of retirement on",6,1,3,2,1,2,1
3121,0,Laziness,Laziness is a significant factor in many retirement decisions. There are no simple answers to this question. It is possible to answer it,4,1,1,6,1,1,1
3122,2,Financial concerns,"The average retirement age is 65, but there are some people who retire early and still have a long life expectancy. Some people will retire",3,1,1,0,1,0,0
3123,2,Financial concerns,There are a lot of reasons for retirement. There are so many people who are going to retire because they are sick and tired of being,4,1,1,1,0,2,0
3124,3,Job Dissatisfaction,Here are some common reasons for retirement: 1. A lack of interest in the job. 2. Lack of time to learn,0,0,1,3,0,0,0
3125,3,Job Dissatisfaction, How many of you are still working full-time?I would say about half of all people who retire in their 60s,0,1,3,4,1,2,1
3126,4,Family Responsibilities,"It's not hard to see why retirement is such a big deal. In fact, it's probably the biggest reason people don't",0,0,1,2,1,0,1
3127,3,Job Dissatisfaction,"What are your favorite reasons for retiring before 65 years old? The most popular reasons are: Work-life balance, work-",7,0,1,0,0,1,0
3128,1,Health problems,"If you've ever been diagnosed with a health problem, you probably have a pretty good idea of what's going on with your body.",0,1,2,3,1,1,0
3129,1,Health problems,"I'm not saying that retirement doesn't exist, but it's a fact of life. I'm just saying we have a tendency to",0,0,3,0,1,2,0
3130,0,Laziness,Laziness is an important factor in the longevity of a person's life. It is a problem that can be overcome if people take,5,0,3,4,1,2,1
3131,1,Health problems,"Well, the answer to that question is a lot of different things. There are a few things that people do differently than people who are",3,1,1,4,0,2,0
3132,1,Health problems,"It's a tough question to answer, but the answer is simple. There is a lot of misinformation out there about retirement. If you",2,0,3,2,0,2,0
3133,3,Job Dissatisfaction,What are your top 10 things you'd like to see the government do to help people who are retiring before their 65th birthday,0,1,1,4,1,2,1
3134,1,Health problems,"The first thing you may want to do is look at your own health. You may have other health problems, such as diabetes, heart",5,0,2,2,1,1,0
3135,2,Financial concerns,The average retirement age for a family of four in the United States is 62. That's the same age as the average American for the,7,1,2,2,1,0,0
3136,2,Financial concerns,"The best answer to that question is, ""No, that's the only reason."" The biggest reason is that people are retiring because they",0,1,2,3,1,0,1
3137,3,Job Dissatisfaction,This question was asked in a survey conducted by the Pew Research Center. The survey asked respondents to rate their current job satisfaction with,4,0,1,1,1,0,1
3138,3,Job Dissatisfaction,"A few years ago, I wrote a post about how a lot of people who want to retire early are looking for a job",5,1,1,2,1,2,1
3139,3,Job Dissatisfaction," Is it because they're unhappy with their jobs or because their family is unhappy, or is it just because it's harder to find work",2,0,0,5,1,2,0
